Cos_min_trig,Cos_max_trig,Cos_min_bigr,Cos_max_bigr
0.09983447194099426,0.3001684248447418,0.06302731484174728,0.30025234818458557
0.12321490049362183,0.4842735528945923,0.12226955592632294,0.4832986891269684
0.06670784950256348,0.3212518095970154,0.06312157958745956,0.354447603225708
0.04726066812872887,0.4175539016723633,0.066020168364048,0.44533151388168335
0.14224645495414734,0.32375237345695496,0.18041959404945374,0.2921896278858185
0.05593293532729149,0.3228466510772705,0.07150375097990036,0.3084820806980133
-0.058542631566524506,0.4574974775314331,0.015009643509984016,0.46322137117385864
0.10429009050130844,0.3908471167087555,0.09566079080104828,0.4068801701068878
0.09865744411945343,0.3825553357601166,0.042807068675756454,0.4237841069698334
0.44967520236968994,0.44967520236968994,0.2236654907464981,0.4580196738243103
-0.022532960399985313,0.13413017988204956,-0.02390231192111969,0.27939096093177795
0.032783083617687225,0.28326743841171265,0.02522554062306881,0.28843221068382263
0.1380811333656311,0.22710028290748596,0.07661053538322449,0.3144710659980774
0.10988571494817734,0.24528738856315613,0.0059879436157643795,0.3308306038379669
0.09196438640356064,0.22147293388843536,0.10179426521062851,0.3144710659980774
0.005456986837089062,0.22147293388843536,-0.012340745888650417,0.3144710659980774
0.061470918357372284,0.22147293388843536,0.07661053538322449,0.3144710659980774
0.0697145164012909,0.21609848737716675,-0.01302336622029543,0.2102283090353012
0.09196438640356064,0.22147293388843536,0.10179426521062851,0.3144710659980774
0.09196438640356064,0.22147293388843536,0.10179426521062851,0.3144710659980774
0.09196438640356064,0.22147293388843536,0.10179426521062851,0.3144710659980774
0.018771106377243996,0.24310410022735596,0.0352875255048275,0.3144710659980774
0.09196438640356064,0.22147293388843536,0.10179426521062851,0.3144710659980774
0.09196438640356064,0.22147293388843536,0.10179426521062851,0.3144710659980774
0.03869684040546417,0.28000950813293457,0.09119705855846405,0.3349654972553253
0.15179334580898285,0.4645262360572815,0.21337738633155823,0.4551692306995392
0.1999567300081253,0.47679603099823,0.07532896846532822,0.49204376339912415
0.10978180170059204,0.47679603099823,0.07532896846532822,0.49204376339912415
0.15966705977916718,0.4931440055370331,0.1940995305776596,0.4308813810348511
0.09252448379993439,0.4403189420700073,0.07798551023006439,0.38789674639701843
-0.0010716875549405813,0.3714085519313812,0.007186549715697765,0.4343792796134949
0.014251028187572956,0.5895068049430847,-0.018361922353506088,0.634859561920166
0.09313803911209106,0.3883228302001953,0.005633261986076832,0.4355223476886749
0.057515524327754974,0.36784088611602783,0.1534574180841446,0.380098432302475
0.049497880041599274,0.3681928813457489,0.06183842197060585,0.37979915738105774
0.10357194393873215,0.3760533034801483,0.14957144856452942,0.4033566415309906
0.043934065848588943,0.40904495120048523,0.12504076957702637,0.36079126596450806
0.05629071965813637,0.4696005880832672,0.066323421895504,0.4852345585823059
0.18465961515903473,0.4083385765552521,0.18396811187267303,0.4421316981315613
0.128532275557518,0.4546140432357788,0.06389535218477249,0.4703904688358307
0.109606072306633,0.26412051916122437,0.10324523597955704,0.264054536819458
0.15479421615600586,0.408446729183197,0.03835169970989227,0.3547182083129883
0.010761191137135029,0.2362273782491684,-0.007319591473788023,0.2688891291618347
