Cosine,Cos_min_bigr,Cos_max_bigr,Cos_min_trig,Cos_max_trig
0.36707746982574463,,,,
0.6111372113227844,0.023444950580596924,0.60038822889328,0.09135434031486511,0.5045745372772217
0.47469520568847656,0.03237451985478401,0.6017683148384094,0.051622964441776276,0.5750518441200256
0.7731690406799316,0.019391793757677078,0.38720738887786865,0.00596433412283659,0.42729949951171875
0.6429991722106934,0.08217912167310715,0.3662858009338379,0.07421692460775375,0.3807697892189026
0.5246177911758423,0.03890853375196457,0.27986976504325867,0.04866678640246391,0.29016950726509094
0.44360122084617615,0.06901171058416367,0.3879866600036621,0.0033829633612185717,0.2943251132965088
0.4438770115375519,0.013047724962234497,0.5646178722381592,0.03342675417661667,0.5165114402770996
0.6954374313354492,0.14867214858531952,0.5185191631317139,0.16012519598007202,0.5217216610908508
0.5776900053024292,0.0076624988578259945,0.46161189675331116,-0.011961854062974453,0.4587654173374176
0.7464922666549683,0.18715913593769073,0.43713757395744324,0.2361650913953781,0.49699920415878296
0.4524621069431305,-0.023721296340227127,0.4827302098274231,0.022335002198815346,0.44852954149246216
0.3806532621383667,0.033087510615587234,0.44135284423828125,0.05186407268047333,0.3967599868774414
0.7086604833602905,0.17884209752082825,0.5133349895477295,0.1535780131816864,0.47428539395332336
0.49071863293647766,-0.00262273196130991,0.4702090919017792,0.1448875069618225,0.4429113268852234
0.7081723213195801,0.08749742060899734,0.3487548530101776,0.13034047186374664,0.358912855386734
0.7177093625068665,0.06368552893400192,0.42869049310684204,0.06338371336460114,0.41913262009620667
0.49386119842529297,-0.06877046078443527,0.5917087197303772,0.060650721192359924,0.5880334973335266
0.6647153496742249,0.035366855561733246,0.4219900667667389,0.06679489463567734,0.395830899477005
0.5644804239273071,-0.004241997841745615,0.3273530602455139,-0.0056673758663237095,0.3022185266017914
0.7341985106468201,0.07191760838031769,0.5880776643753052,0.07996068894863129,0.5208672285079956
0.7872245907783508,0.2672857344150543,0.5261500477790833,0.24567270278930664,0.48036226630210876
0.6659611463546753,0.0778350830078125,0.49686551094055176,0.12064485996961594,0.4842858612537384
0.5988675951957703,-0.017901498824357986,0.4420386552810669,0.03704234957695007,0.4492281973361969
0.19279330968856812,-0.028198549523949623,0.29774239659309387,-0.029070120304822922,0.3078649044036865
0.7742239832878113,0.06483466178178787,0.30216801166534424,0.001152041251771152,0.2916349470615387
0.4388863444328308,0.07839082926511765,0.3224260210990906,0.10297629982233047,0.3117836117744446
0.5982775092124939,0.049556419253349304,0.4284117817878723,0.03382611274719238,0.4196614623069763
0.7621500492095947,0.18535490334033966,0.5306344032287598,0.1510322391986847,0.49691903591156006
0.6797802448272705,0.10269570350646973,0.5527366995811462,0.06349650025367737,0.5274530053138733
0.6411191821098328,0.035892799496650696,0.4425171911716461,0.07653310149908066,0.4028840661048889
0.3942490518093109,0.03734507039189339,0.5547419190406799,0.030608223751187325,0.5224619507789612
0.3575097620487213,0.08107056468725204,0.5724197626113892,0.08572744578123093,0.5433543920516968
0.688500165939331,0.03328859806060791,0.4102725386619568,0.017107879742980003,0.3995797038078308
0.3818436861038208,-0.056216612458229065,0.4595644176006317,0.016430752351880074,0.4107939898967743
0.83076012134552,0.11716672778129578,0.46349337697029114,0.0926985964179039,0.4328981339931488
0.5404562950134277,0.03885149955749512,0.5835593938827515,0.1473638266324997,0.5594218373298645
0.38316085934638977,0.062167614698410034,0.3112647235393524,-0.01069012749940157,0.3241276144981384
0.39242175221443176,0.0028642001561820507,0.623668372631073,-0.028293516486883163,0.5812116265296936
0.6933924555778503,0.09490595757961273,0.48400288820266724,0.0974256694316864,0.44425007700920105
0.7140953540802002,0.08217126876115799,0.375955730676651,0.05009264126420021,0.3521893322467804
0.7044618725776672,0.14395655691623688,0.6718977689743042,0.10979718714952469,0.6374720931053162
0.21662794053554535,0.05484342947602272,0.1916840821504593,0.02930360846221447,0.13855724036693573
0.5403237342834473,0.04824317246675491,0.5831558108329773,0.15951518714427948,0.586746335029602
0.6925411820411682,0.09767061471939087,0.634841799736023,0.0980401486158371,0.555772066116333
0.5851826071739197,0.04858173802495003,0.4252535402774811,0.0671197772026062,0.35055309534072876
0.5891915559768677,-0.012019027024507523,0.6000275015830994,0.07913507521152496,0.6403439044952393
0.49588263034820557,0.03411025553941727,0.5219380855560303,0.0802900493144989,0.4793561100959778
0.7648280262947083,0.1460387259721756,0.5010073184967041,0.15724389255046844,0.4768664836883545
0.5797062516212463,0.13084180653095245,0.49295511841773987,0.12173449248075485,0.4810960292816162
0.5734423995018005,0.10550153255462646,0.5040007829666138,0.13841253519058228,0.34549322724342346
0.7245287299156189,-0.09182878583669662,0.5522584319114685,0.09898926317691803,0.5067756772041321
0.6235625743865967,0.05490931123495102,0.4138719439506531,0.10044638067483902,0.3826513886451721
0.5514707565307617,-0.08555445820093155,0.47364121675491333,-0.03379528596997261,0.466310977935791
0.6970752477645874,0.11828363686800003,0.461233526468277,0.054228536784648895,0.42722266912460327
0.3731630742549896,0.01985189877450466,0.5232260227203369,0.09388671070337296,0.4910200238227844
0.496034175157547,-0.0038396220188587904,0.4315253496170044,0.06464068591594696,0.4139109253883362
0.5880672335624695,0.03520633280277252,0.5659279227256775,0.03912651166319847,0.3509584665298462
0.5147689580917358,0.017680753022432327,0.5183727145195007,-0.03205248713493347,0.4212992191314697
0.6359519958496094,-0.11151350289583206,0.4572368264198303,0.03611275553703308,0.4178125262260437
0.44362184405326843,-0.0007255661766976118,0.5543290376663208,0.014168266206979752,0.5211703181266785
0.3915483355522156,0.062085140496492386,0.4476638734340668,0.043603673577308655,0.39265716075897217
0.3577163815498352,-0.014260546304285526,0.4372798502445221,0.03830062970519066,0.4199717938899994
0.7106248140335083,0.05272746458649635,0.4259912967681885,0.07152416557073593,0.41308820247650146
0.7013083100318909,0.030674565583467484,0.44551509618759155,0.06753312051296234,0.45193424820899963
0.5760793089866638,-0.02307719737291336,0.5240588784217834,0.09873776137828827,0.6609446406364441
0.3429797291755676,-0.07778165489435196,0.42570793628692627,-0.021914493292570114,0.3998804986476898
0.7942661046981812,0.14385755360126495,0.4484763443470001,0.16062498092651367,0.45848768949508667
0.7659187912940979,0.13832688331604004,0.5216085910797119,0.17580737173557281,0.537712574005127
0.7528104782104492,0.08286085724830627,0.4554179012775421,0.2684820890426636,0.4756014049053192
0.6958096027374268,0.001100811641663313,0.5200307965278625,-0.0005347509286366403,0.4151265323162079
0.7131708860397339,-0.0006884552421979606,0.457857221364975,0.05959403142333031,0.4527806043624878
0.33128225803375244,0.014553898014128208,0.5424479246139526,0.05255405232310295,0.4423011541366577
0.722662627696991,0.07667043060064316,0.4880874454975128,0.13456547260284424,0.4790193438529968
0.6257100701332092,0.05202377587556839,0.5216507315635681,0.07290531694889069,0.48595765233039856
0.7344647645950317,0.1699686050415039,0.5540586113929749,0.10776013880968094,0.5200327634811401
0.8238887786865234,-0.03989168256521225,0.5205981731414795,-0.0018048621714115143,0.5151312351226807
0.43370309472084045,0.05506967008113861,0.5095138549804688,0.05092089995741844,0.5779080390930176
0.7083966135978699,-0.1542983204126358,0.3096058666706085,0.03467779606580734,0.28881463408470154
0.3203336000442505,-0.005184396635740995,0.38573262095451355,0.05470849201083183,0.38784465193748474
0.6545372009277344,-0.007527542766183615,0.5392314195632935,0.05699257180094719,0.5266128778457642
0.6250292658805847,0.08922898024320602,0.21896803379058838,0.07906752824783325,0.2751277685165405
0.41375067830085754,0.10936533659696579,0.4712580740451813,0.16449755430221558,0.43513917922973633
0.5566006898880005,0.00797097384929657,0.37403011322021484,0.05780415236949921,0.35808807611465454
0.458421528339386,-0.06820690631866455,0.21133524179458618,-0.06282953917980194,0.22183115780353546
0.4781227707862854,0.032902173697948456,0.41978663206100464,0.07134181261062622,0.37955260276794434
0.583190381526947,0.006603708956390619,0.36770549416542053,0.009790152311325073,0.3574165403842926
0.5333920121192932,0.047574225813150406,0.3839777410030365,0.06717865914106369,0.3625555634498596
0.5643396377563477,-0.009000202640891075,0.6770321726799011,0.0493040606379509,0.6311779022216797
0.5528730154037476,0.016444910317659378,0.3991309404373169,0.05996396392583847,0.38978978991508484
0.7324670553207397,0.07985522598028183,0.5954338908195496,-0.003099858295172453,0.5566136837005615
0.4134599566459656,-0.021337643265724182,0.4037347733974457,0.02173115685582161,0.3680812120437622
0.571010172367096,0.07509201765060425,0.5539650917053223,0.023619934916496277,0.5417286157608032
0.5009029507637024,0.05458745360374451,0.3507864475250244,0.11059553921222687,0.3393985629081726
0.6454205513000488,-0.06996413320302963,0.5097248554229736,0.047914907336235046,0.4442780017852783
0.6422849297523499,0.0027637428138405085,0.41739746928215027,0.052276402711868286,0.44095781445503235
0.45001327991485596,0.0022534015588462353,0.4115135967731476,0.023706957697868347,0.36267974972724915
0.7570464015007019,0.046341054141521454,0.4578190743923187,0.03686079755425453,0.4732453227043152
0.5659048557281494,0.007306068204343319,0.5112283229827881,0.05115494504570961,0.4696779251098633
0.6661849617958069,-0.06035885587334633,0.43727242946624756,0.031108679249882698,0.4133177399635315
0.6366981863975525,0.01215102057904005,0.6353656053543091,0.061425480991601944,0.5912358164787292
0.5907461047172546,0.12002333998680115,0.3591234087944031,0.14188915491104126,0.3415868282318115
0.8206997513771057,0.06935340166091919,0.4017734229564667,0.03911535069346428,0.43426793813705444
0.628909170627594,0.074463851749897,0.6237611174583435,0.10776152461767197,0.6168426275253296
0.7110084891319275,-0.03168164938688278,0.3644539713859558,-0.02274477854371071,0.3983142077922821
0.4529193937778473,0.080006442964077,0.5627902150154114,-0.026764340698719025,0.5361498594284058
0.5900188684463501,-0.01498221606016159,0.6722769141197205,0.09230794757604599,0.7062748074531555
0.7665303945541382,0.05096010863780975,0.3944712281227112,-0.05822332203388214,0.39976271986961365
0.7262992858886719,-0.08976521342992783,0.5740318894386292,0.02327789179980755,0.604946494102478
0.6853286027908325,0.037986621260643005,0.6647815704345703,0.12399653345346451,0.6590092182159424
0.6772814989089966,0.1682126820087433,0.6013522744178772,0.15401743352413177,0.6175799369812012
0.5714704990386963,-0.016742689535021782,0.613997220993042,0.12691108882427216,0.664555549621582
0.5197054147720337,-0.05572474002838135,0.4916735589504242,0.024400955066084862,0.4971249997615814
0.5865694284439087,-0.08530771732330322,0.610027551651001,0.019415751099586487,0.5822583436965942
0.7746980786323547,-0.009675942361354828,0.5410714745521545,0.07951602339744568,0.5043965578079224
0.6703744530677795,0.00435476703569293,0.33924180269241333,0.10583678632974625,0.3874182403087616
0.7055468559265137,0.0266614630818367,0.43452590703964233,0.05536993220448494,0.4206988513469696
0.7237097024917603,0.025412667542696,0.44731271266937256,-0.01914653554558754,0.4267186224460602
0.7426221370697021,0.14371755719184875,0.45504340529441833,0.10921497642993927,0.4576793313026428
0.6143099069595337,0.08498453348875046,0.5281723737716675,0.08496040850877762,0.4972779154777527
0.6978567242622375,0.05838266760110855,0.32809072732925415,0.013804379850625992,0.3072555363178253
0.7126349806785583,0.022060370072722435,0.23583394289016724,0.0559794045984745,0.2339382767677307
0.719590425491333,0.11885154247283936,0.5008174777030945,0.157899871468544,0.4069686830043793
0.5211919546127319,0.002349513815715909,0.309002548456192,0.020012805238366127,0.29373645782470703
0.4657576382160187,0.1351606696844101,0.32141998410224915,0.11144328862428665,0.31648948788642883
0.7215176820755005,0.11354915052652359,0.43499329686164856,0.13215583562850952,0.4342171251773834
0.46405458450317383,0.0338556282222271,0.45732393860816956,0.09975562989711761,0.41500353813171387
